Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2016,99362,22.54,1396.0,88.73,5.0,8.609583359550015
2014,20600,21.1,814.0,55.2,5.0,0.3841907991154585
2016,35000,24.07,998.0,67.1,5.0,4.51841000425793
2014,45800,22.7,1498.0,89.84,5.0,6.717890903156331
2010,70000,18.9,998.0,67.1,5.0,-1.7217335644450031
2008,85000,9.5,2835.0,118.6,6.0,6.964857644193671
2011,84000,16.8,1497.0,116.3,5.0,7.40873816165049
2010,84000,20.0,1968.0,138.1,5.0,10.269799950159722
2018,33558,20.14,1498.0,88.0,5.0,10.924891194872998
2013,50319,12.0,1991.0,181.03,5.0,19.782916308444328
2007,68553,15.0,1586.0,104.68,5.0,1.722387555025307
2017,16000,17.01,1499.0,110.4,5.0,13.016518731019914
2014,62000,22.32,1582.0,126.32,5.0,11.957490110482922
2016,28143,20.68,1995.0,190.0,5.0,23.849064543616805
2016,20967,14.69,2993.0,258.0,5.0,35.78701946179626
2011,75000,11.7,2993.0,245.0,5.0,28.791113294891602
2015,25470,20.73,1373.0,91.1,5.0,7.739435649046754
2014,32000,22.32,1582.0,126.3,5.0,11.900543499386913
2014,34200,15.74,1591.0,121.3,5.0,11.546745261952765
2008,65000,16.1,1298.0,88.2,5.0,-0.18280458513254416
2008,72672,19.81,1086.0,68.05,5.0,-3.601689304937281
2018,12831,21.4,1197.0,83.1,5.0,9.445052188539648
2012,45000,21.1,814.0,55.2,5.0,-1.752818915460466
2012,72000,18.33,1968.0,167.7,5.0,16.558592692274942
2016,62767,20.34,1498.0,103.2,5.0,10.867985952695108
2014,72000,11.5,2982.0,171.0,7.0,19.91528604856694
2017,4000,13.6,1999.0,177.0,5.0,23.454467967822893
2016,52126,21.64,1461.0,84.8,5.0,8.182030358177144
2014,42355,18.9,1197.0,82.0,5.0,5.101636472305472
2014,37245,14.8,1595.0,120.7,5.0,11.523212297228383
2011,50058,19.2,1197.0,80.0,5.0,1.5562090108028315
2014,43316,18.88,999.0,123.37,5.0,10.298226780900677
2014,25500,25.4,624.0,37.5,4.0,-1.6817954623361402
2012,130000,20.54,1598.0,103.6,5.0,6.909680646683228
2016,11000,18.6,1197.0,81.86,5.0,7.220835829652515
2018,19500,18.6,1197.0,81.83,5.0,9.41318795074585
2016,34204,22.0,1197.0,81.8,5.0,7.096775833848369
2017,26327,16.82,1998.0,189.08,4.0,25.994411239883902
2011,48000,14.74,1991.0,184.0,5.0,17.877034908567566
2006,69000,16.6,1388.0,68.0,5.0,-4.931774732617214
2017,69000,25.4,1186.0,73.97,5.0,6.9945306027725564
2011,60000,20.36,1197.0,78.9,5.0,1.3697678860239648
2016,18000,16.95,1498.0,97.7,5.0,10.191521799973543
2011,37000,23.0,1396.0,90.0,5.0,3.1966501624360717
2011,36000,11.74,1796.0,186.0,5.0,17.806323058259295
2013,42000,19.64,1461.0,108.45,5.0,8.222291034878708
2005,90000,10.5,2179.0,120.0,8.0,0.29763526962096876
2010,70500,15.64,1193.0,64.1,5.0,-1.5181971768374751
2014,64394,22.7,1498.0,89.84,5.0,6.751489550612405
2012,36542,20.0,1399.0,68.05,5.0,1.4280051145624384
2017,148000,23.4,1248.0,74.0,5.0,7.381094253774336
2010,29000,20.36,1197.0,78.9,5.0,0.22320227956333838
2015,67415,11.18,2696.0,184.0,7.0,22.114316786231484
2010,137000,13.5,2987.0,282.0,5.0,32.77970239999968
2013,37086,17.0,1591.0,121.3,5.0,10.402940631592628
2012,83000,23.08,1461.0,63.1,5.0,0.8383298907683638
2019,19855,24.7,796.0,47.3,5.0,4.544475191643414
2015,42747,14.16,1968.0,174.3,5.0,20.874349955479374
2019,35188,22.77,1498.0,98.59,5.0,13.345984969590972
2015,48000,25.8,1498.0,98.6,5.0,8.867699696746968
2009,46946,18.5,1197.0,80.0,5.0,-0.59803065255619
2014,105000,25.2,1248.0,74.0,5.0,3.9482173365790914
2014,52000,22.5,998.0,67.04,5.0,2.4326706409506187
2015,19000,21.1,814.0,55.2,5.0,1.4718494513394944
2017,35225,23.1,998.0,67.04,5.0,5.646165501185806
2008,80400,16.0,1086.0,66.7,5.0,-3.595722406323148
2017,50000,17.9,2143.0,136.0,5.0,18.06682807399966
2014,118000,12.8,2494.0,102.0,7.0,9.336588067928005
2019,18592,26.59,1248.0,74.0,5.0,9.180328015664145
2016,21000,19.0,1199.0,88.7,5.0,8.161395337559043
2014,84000,19.3,1968.0,141.0,5.0,15.06145713641672
2012,45000,22.07,1199.0,73.9,5.0,1.6741607397198095
2017,30000,22.7,1498.0,89.84,5.0,9.960990280177612
2014,62700,22.7,1498.0,89.84,5.0,6.748428557346415
2015,48000,16.0,2179.0,140.0,7.0,14.607558944346238
2011,66276,17.0,1497.0,118.0,5.0,7.600140049085439
2006,127001,12.8,2494.0,102.0,8.0,-0.3693314691145133
2005,45200,13.2,1495.0,94.0,5.0,-2.0949525876903863
2017,20469,16.82,1998.0,189.08,4.0,25.983826057738952
2015,25200,18.9,998.0,67.1,5.0,3.6500635029351542
2011,60000,11.5,2982.0,171.0,7.0,16.62195313388338
2010,71473,13.7,1798.0,157.75,5.0,12.826574876826271
2016,34005,17.0,1198.0,73.75,5.0,6.2288609167922
2017,34232,21.76,1995.0,190.0,5.0,24.900500012736302
2011,66000,15.8,1598.0,105.0,5.0,6.115085885984172
2012,24735,18.6,1199.0,79.4,5.0,2.551449755622343
2006,82453,13.6,2523.0,63.0,8.0,-5.7568684485299855
2013,62700,20.51,998.0,67.04,5.0,1.4538003923134966
2008,44738,14.53,1798.0,138.1,5.0,7.8688036486914825
2009,160000,18.1,1493.0,110.0,5.0,4.432770862397774
2013,63220,13.24,1598.0,102.5,5.0,8.067738070336873
2014,45000,26.0,1498.0,98.6,5.0,7.7624481106245184
2017,73000,24.4,1120.0,71.0,5.0,6.48523078596827
2013,25984,15.8,1499.0,110.0,5.0,8.673754626664504
2013,81504,21.43,1364.0,87.2,5.0,5.071917572453458
2008,73000,8.5,4806.0,500.0,5.0,64.86633271654546
2016,38143,22.9,1248.0,74.0,5.0,6.115239335926617
2013,45000,11.7,2359.0,134.0,5.0,14.221300007747686
2011,54000,14.0,2987.0,224.0,5.0,25.757575327736504
2009,63000,18.2,998.0,67.1,5.0,-2.7924489041465677
2011,21000,18.0,995.0,62.0,5.0,-1.3831969354696412
2015,35441,18.6,1197.0,81.83,5.0,6.170343355336172
2012,115000,19.33,1968.0,138.1,5.0,12.538006395135199
2017,26877,24.0,1186.0,73.97,5.0,6.983382319213888
2016,50296,11.36,2755.0,171.5,7.0,21.594271912057593
2012,68038,20.14,1498.0,88.0,5.0,4.443896490775387
2014,37298,25.1,1498.0,98.6,5.0,7.790294984512002
2018,13000,23.0,1498.0,98.96,5.0,12.25531777807737
2010,87000,15.6,1586.0,104.68,5.0,4.999527223301811
2012,70000,21.9,1396.0,88.8,5.0,4.233609245492971
2016,39644,17.11,1968.0,174.33,5.0,21.82650596259191
2009,160000,18.1,1493.0,110.0,5.0,4.432770862397774
2007,1261,19.0,1194.0,94.68,5.0,-0.8824775150687856
2016,67376,24.5,1498.0,98.6,7.0,8.058015749482365
2016,100000,25.83,1498.0,99.0,5.0,10.10557451434488
2012,84384,10.2,4367.0,308.0,7.0,39.852039057278944
2014,17000,15.04,1598.0,103.2,5.0,9.08706341314928
2017,129000,11.0,2987.0,258.0,7.0,35.234226266954465
2015,35000,18.6,1197.0,81.83,5.0,6.169546485188675
2014,59000,25.8,1498.0,98.6,5.0,7.7970264853152
2007,39037,14.84,2143.0,170.0,5.0,11.9377061156124
2017,36154,25.83,1498.0,99.0,5.0,11.0807570232123
2015,67000,19.87,1461.0,83.8,5.0,7.063605492199713
2016,54000,20.77,1248.0,88.76,7.0,6.267627711998102
2011,65000,26.0,624.0,35.0,4.0,-5.2521322620332285
2010,94753,19.7,796.0,46.3,5.0,-5.040000237368076
2013,7000,17.97,1498.0,99.6,5.0,7.112750170556865
2014,64000,24.0,1120.0,70.0,5.0,3.0789927008190716
2008,74000,16.6,1388.0,68.0,5.0,-2.741640341520906
2014,35000,16.5,1198.0,86.8,5.0,5.859148307005398
2012,70337,20.0,1399.0,68.0,5.0,1.4822269943747415
2015,29500,15.97,2993.0,258.0,7.0,32.65691931082665
2015,13506,18.25,1968.0,187.74,5.0,22.471491025415617
2014,23840,20.51,998.0,67.04,5.0,2.4741316483759874
2015,16900,14.69,2993.0,258.0,5.0,34.689120757128876
2015,23000,17.4,1497.0,117.3,5.0,11.769757803151606
2013,38000,18.88,1995.0,184.0,5.0,19.857427328707217
2012,120000,22.9,1248.0,74.0,5.0,1.9009526425475087
2007,69775,17.92,1086.0,62.1,5.0,-5.424252125189923
2014,55804,17.0,1197.0,80.0,5.0,4.940331192970007
2015,23000,17.4,1497.0,117.3,5.0,11.769757803151606
2015,69000,0.0,2987.0,165.0,5.0,22.720157960506185
2013,105000,12.05,2179.0,120.0,8.0,8.977210975042908
2015,55392,23.65,1248.0,88.5,5.0,7.005928607610713
2015,53000,18.9,1197.0,82.0,5.0,6.211421371603592
2015,96000,22.74,796.0,47.3,5.0,0.4108200474192927
2017,64961,16.0,2179.0,140.0,7.0,16.819306405369844
2015,65218,26.21,1248.0,88.5,5.0,6.904888170201048
2016,36789,23.1,998.0,67.04,5.0,4.558441798337299
2015,21400,15.6,1196.0,70.0,5.0,4.662432565087329
2012,92000,26.83,796.0,38.4,5.0,-4.276153865126616
2016,34000,28.09,1248.0,88.5,5.0,7.851787677229822
2015,13648,17.11,1968.0,174.33,5.0,20.688982392910475
2010,47000,12.8,2354.0,177.6,5.0,16.85868430519031
2016,35437,20.0,2143.0,136.0,5.0,16.85251394676652
2017,1000,20.89,1197.0,81.8,5.0,8.178836314506952
2015,48600,12.0,2987.0,224.0,7.0,28.207254652383654
2016,28541,11.57,2987.0,254.79,5.0,35.49186157267741
2016,90000,12.99,2494.0,100.6,7.0,11.266632830613162
2008,66000,16.07,1995.0,181.0,5.0,14.17500645877817
2014,31446,20.36,1197.0,78.9,5.0,4.5898212724218865
2014,54000,20.34,1498.0,103.2,5.0,8.671044736549447
2014,70669,15.1,2179.0,140.0,7.0,13.5997352635668
2014,15000,16.47,1198.0,74.0,5.0,4.072236405330386
2011,130000,20.3,1248.0,75.0,5.0,1.086012170376307
2015,28000,25.17,799.0,53.3,5.0,1.0036188091225995
2016,71156,26.59,1248.0,74.0,5.0,6.0036597817579604
2011,45501,17.0,1497.0,118.0,5.0,7.562600417973044
2013,44378,25.44,936.0,57.6,5.0,-0.24720066375903116
2016,72566,25.83,1498.0,99.0,5.0,10.056002324696692
2013,75049,20.36,1197.0,78.9,5.0,3.5780604361120822
2018,7000,18.12,1995.0,190.0,5.0,26.110755176654038
2017,17000,20.73,1373.0,91.1,5.0,9.905230264880174
2019,12800,18.6,1197.0,81.83,5.0,10.491631097859226
2016,43152,20.73,1373.0,91.1,5.0,8.86193613843625
2015,30000,25.8,1498.0,98.6,5.0,8.835174384591937
2015,50000,11.33,4134.0,335.2,7.0,46.18041899805894
2011,35000,20.36,1197.0,78.9,5.0,1.3245938413642762
2011,75000,21.5,1248.0,88.8,5.0,2.819996491621623
2013,74000,25.44,936.0,57.6,5.0,-0.19367484172244076
2016,40310,18.6,1197.0,81.83,5.0,7.269691243356647
2011,44748,16.47,1198.0,73.9,5.0,0.8406517437870207
2013,53000,22.8,1373.0,80.9,7.0,2.1201966398975856
2014,37000,18.9,1197.0,82.0,5.0,5.091960191939052
2015,62000,16.0,2179.0,140.0,7.0,14.632856409356009
2011,87670,13.4,1798.0,157.8,5.0,13.967157786244115
2012,32792,15.1,2179.0,140.0,7.0,11.350193389818742
2016,28500,18.7,1199.0,88.7,5.0,8.188868915478906
2018,2500,15.29,1591.0,121.3,5.0,15.87254578443526
2015,20000,18.86,1598.0,122.0,4.0,13.57704643962279
2010,46000,11.8,2987.0,261.0,7.0,27.82393988794456
2015,40611,14.0,2179.0,138.1,7.0,14.426929437664967
2014,68400,12.98,2494.0,178.4,5.0,21.69241495177721
2016,25562,23.1,998.0,67.04,5.0,4.53815503836131
2014,29063,17.11,1968.0,174.33,5.0,19.62628691776581
2017,101065,20.5,1582.0,126.2,5.0,15.367758178993881
2016,61578,18.9,1197.0,82.0,5.0,7.317471280889549
2011,48500,16.0,1368.0,90.0,5.0,3.4759210581123625
2013,114708,12.99,2494.0,100.0,8.0,6.959711472647996
2014,90000,21.5,1248.0,88.8,5.0,6.118750291664128
2008,63000,13.4,1794.0,125.0,5.0,6.151531073334354
2015,34000,16.0,2179.0,140.0,7.0,14.582261479336921
2014,74041,18.2,1248.0,73.8,8.0,1.1963728561736389
2016,91000,26.59,1248.0,74.0,5.0,6.03951713144761
2014,32000,22.32,1582.0,126.3,5.0,11.900543499386913
2019,11209,12.62,2198.0,158.0,7.0,21.569124414248108
2013,63000,16.47,1198.0,74.0,5.0,3.0684207799954493
2015,100000,18.88,1995.0,184.0,5.0,22.15055854162847
2018,13000,23.0,1498.0,98.96,5.0,12.25531777807737
2015,30000,20.73,1373.0,91.1,5.0,7.747621185939352
2002,99000,18.7,1896.0,66.0,5.0,-8.40737499220404
2017,36935,18.56,1995.0,190.0,5.0,25.053878785348843
2015,62242,14.39,1998.0,163.7,5.0,19.51897179922662
2013,69000,23.08,1461.0,63.1,5.0,1.9035822168407321
2017,46000,25.0,1197.0,81.86,5.0,8.077640173451982
2011,80000,18.9,998.0,67.1,5.0,-0.6131141554988062
2011,50436,20.36,1197.0,78.9,5.0,1.3524861034989044
2019,32251,22.54,1396.0,88.73,5.0,11.7599657203491
2014,14799,21.1,814.0,55.2,5.0,0.37370861379258713
2013,53000,14.0,1061.0,64.0,5.0,1.4714945909145172
2011,66000,17.0,1497.0,118.0,5.0,7.599641327632526
2006,150000,12.4,1998.0,132.0,8.0,2.6222414255530566
2012,60000,16.8,1497.0,116.3,5.0,8.4559208698588
2012,90000,21.5,1248.0,88.8,5.0,3.9376507094998487
2014,55804,17.0,1197.0,80.0,5.0,4.940331192970007
2016,28000,17.21,1197.0,103.5,5.0,10.278310121363575
2014,75000,24.4,1120.0,71.0,5.0,3.2171953362944805
2014,42355,18.9,1197.0,82.0,5.0,5.101636472305472
2017,51982,16.55,2993.0,258.0,5.0,36.84729971264596
2015,76496,25.2,1248.0,74.0,5.0,4.987261488901822
2012,111000,23.59,1364.0,67.1,5.0,1.182985810396076
2004,160000,11.3,1794.0,125.0,5.0,2.0620567539422154
2012,282000,13.14,1798.0,160.0,5.0,15.722072969276724
2008,68333,11.0,2987.0,198.5,5.0,19.160397965717948
2015,63000,19.72,1461.0,108.45,5.0,10.43762445068478
2014,110000,13.5,2477.0,175.56,7.0,19.318842821994167
2014,60000,13.49,2179.0,138.03,5.0,15.381070339934013
2011,41000,20.54,1598.0,103.6,5.0,5.658311256611341
2014,53900,14.16,1968.0,174.3,5.0,19.8039532092007
2014,87200,15.4,2523.0,75.0,7.0,5.533019514267835
2012,96000,21.1,1248.0,73.9,5.0,1.927424959288146
2016,26000,19.64,1461.0,108.45,5.0,11.465029019542726
2017,35000,24.3,1248.0,88.5,5.0,9.120017668562014
2013,46000,21.9,1396.0,88.8,5.0,5.280791953701737
2014,44753,18.0,1198.0,86.7,5.0,5.793475995178142
2016,17560,18.6,1197.0,81.83,5.0,7.228582862715939
2014,18050,25.4,624.0,37.5,4.0,-1.6952573276448675
2015,35770,20.73,1373.0,91.1,5.0,7.758047355446706
2011,54895,13.14,1798.0,160.0,5.0,14.221153121693078
2008,96578,22.0,1582.0,126.2,5.0,5.475095399107886
2016,36367,17.8,1497.0,117.3,5.0,12.865899433069444
2016,4000,24.7,796.0,47.3,5.0,1.244176439273815
2004,29000,17.3,993.0,60.0,5.0,-9.248620988365928
2015,130000,25.2,1248.0,74.0,5.0,5.083941172321374
2014,74663,33.54,998.0,67.04,5.0,1.9613156014988817
2008,76000,16.6,1388.0,68.0,5.0,-2.7380264179482765
2014,56000,22.9,1248.0,74.0,5.0,3.9664066703821845
2015,53497,18.0,1198.0,86.7,5.0,6.8998258601204725
2007,75000,11.0,2987.0,198.5,5.0,18.081895188865474
2018,14000,12.62,2198.0,158.0,7.0,20.483617853511987
2015,63856,13.7,1997.0,153.86,5.0,18.204561360545085
2017,30000,22.7,1498.0,89.84,5.0,9.960990280177612
2017,33000,21.4,1197.0,83.1,5.0,8.39094700972737
2011,54774,11.7,2354.0,177.6,5.0,18.014326420448015
2017,33000,24.04,999.0,67.0,5.0,5.5954185422624505
2011,78000,20.92,998.0,67.1,5.0,-0.7104652668544986
2012,45496,17.0,1497.0,118.0,5.0,8.65314117424623
2013,23000,11.05,2894.0,444.0,4.0,58.912323819772155
2016,32125,16.2,1199.0,74.0,5.0,6.299178757717982
2011,51482,15.42,1405.0,70.0,8.0,-2.1352255640158546
2017,24000,28.4,1248.0,73.75,5.0,6.890786281426699
2013,81456,15.8,2148.0,170.0,5.0,18.52495261545846
2018,12000,27.4,1498.0,98.6,5.0,12.000051168231039
2015,54000,27.39,1248.0,74.0,5.0,4.844986115542724
2008,95291,17.92,1086.0,62.1,5.0,-4.287595897165829
2015,52950,14.0,796.0,35.0,5.0,-0.9451147692107043
2006,82453,13.6,2523.0,63.0,8.0,-5.7568684485299855
2012,88381,17.0,1497.0,118.0,5.0,8.730632730455909
2017,31000,21.13,1498.0,108.4,5.0,12.576291346441394
2017,46000,25.6,1498.0,98.6,5.0,11.054466265019983
2019,600,21.5,1197.0,81.8,5.0,10.330906337428132
2014,29202,33.54,998.0,67.04,5.0,1.8791693117273098
2014,11900,16.82,1998.0,189.08,4.0,22.696692828944833
2015,100000,24.4,1120.0,71.0,5.0,4.3529191720367635
2015,29000,22.54,1396.0,88.73,5.0,7.391892123253001
2016,35000,24.07,998.0,67.1,5.0,4.51841000425793
2015,20000,0.0,2987.0,165.0,5.0,22.631616832972668
2018,15135,17.5,1199.0,88.7,5.0,10.401503911456984
2011,37000,18.9,998.0,67.1,5.0,-0.69081351231398
2012,115000,15.06,1995.0,177.0,5.0,18.125063843782755
2008,110000,14.53,1798.0,138.1,5.0,7.986729588795697
2015,100073,25.0,1396.0,69.0,5.0,4.7053653517682505
2012,60000,15.2,1968.0,140.8,5.0,12.999871544811413
2017,32642,14.84,2143.0,170.0,5.0,22.83164850580988
2015,10400,17.4,1497.0,117.3,5.0,11.74699008464313
2012,63000,22.07,1199.0,73.9,5.0,1.70668605187484
2013,98598,25.44,936.0,57.6,5.0,-0.149227195700405
2009,110000,11.0,2993.0,235.0,5.0,25.33686180726272
2008,60123,18.9,998.0,67.1,5.0,-3.9206805081735183
2018,30733,20.68,1995.0,190.0,5.0,26.03484415680805
2015,61738,20.14,1498.0,88.8,5.0,7.813672304917873
2015,66823,22.54,1396.0,88.73,5.0,7.460236838900073
2011,92239,11.5,2987.0,210.0,5.0,24.02625285788099
2017,32000,22.7,1498.0,89.84,5.0,9.964604203750241
2015,93000,20.45,1461.0,83.8,5.0,7.083671860570121
2011,84000,16.8,1497.0,116.3,5.0,7.40873816165049
2017,43812,15.0,2143.0,107.3,5.0,14.261537766967649
2012,27000,22.3,1248.0,88.8,5.0,3.7866884782306443
2005,91000,16.8,1341.0,83.0,5.0,-4.049892259653461
2004,60000,17.3,1061.0,64.0,5.0,-8.483939806063972
2013,84175,23.4,1248.0,74.0,5.0,2.903565753428211
2014,20364,17.21,1197.0,103.6,5.0,8.097101366517109
2017,23360,21.1,814.0,55.2,5.0,3.660827386892379
2014,24000,13.7,1997.0,153.86,5.0,17.041993300504146
2017,33552,11.57,2987.0,254.79,5.0,36.591466049271276
2006,142000,12.8,2494.0,102.0,7.0,0.6555568221442627
2018,21936,21.76,1995.0,190.0,5.0,25.968831401693024
2010,76000,11.5,2982.0,171.0,7.0,15.560314731383642
2012,83000,11.9,2496.0,163.2,5.0,17.511856864248784
2017,60000,21.1,814.0,55.2,5.0,3.7270344667463178
2018,4500,18.9,1197.0,81.86,5.0,9.376268795683245
2014,46738,19.12,1373.0,91.1,5.0,6.762027644173486
2010,84000,20.0,1968.0,138.1,5.0,10.269799950159722
2014,55000,12.99,2494.0,100.6,7.0,9.022289585925137
2015,37000,18.6,1197.0,81.83,5.0,6.173160408761305
2013,60000,12.99,2494.0,100.0,7.0,7.8586418786621834
2007,83000,14.0,1061.0,64.0,5.0,-5.017595301986148
2011,35082,20.36,1197.0,78.9,5.0,1.3247420122306721
2015,13648,17.11,1968.0,174.33,5.0,20.688982392910475
2013,70000,21.1,814.0,55.2,5.0,-0.6170950797186379
2013,23000,11.05,2894.0,444.0,4.0,58.912323819772155
2014,115000,28.4,1248.0,74.0,5.0,3.817792399539485
2017,28000,18.69,1462.0,103.0,7.0,9.864036114124247
2017,27000,19.67,1582.0,126.2,5.0,15.272441329461799
2016,24569,16.0,1997.0,140.0,7.0,15.224553289640426
2017,43917,21.4,1197.0,83.1,5.0,8.410673611549555
2012,91696,11.4,2953.0,153.86,7.0,15.359448334596436
2012,69000,20.92,998.0,67.1,5.0,0.36382186814989836
2016,39000,11.18,2696.0,184.0,7.0,23.153521758153147
2012,130000,19.64,1461.0,108.45,5.0,7.2907538810000005
2013,94000,12.8,2494.0,102.0,8.0,7.204885522547556
2009,90456,16.1,1298.0,88.2,5.0,0.953743225184553
2008,52000,12.85,1396.0,99.6,5.0,1.7372349841193682
2012,58775,19.33,1968.0,138.1,5.0,12.436409968694534
2015,113000,15.1,2179.0,140.0,7.0,14.76677555402921
2015,58000,23.4,1248.0,74.0,5.0,5.03736811083354
2017,52383,19.67,1582.0,126.2,5.0,15.318307440486024
2014,54385,15.06,1995.0,177.0,5.0,20.196634437264493
2018,25166,17.19,1197.0,81.86,5.0,9.492963245737428
2013,63716,15.73,1968.0,174.33,5.0,18.662392050269773
2014,75000,26.0,1498.0,98.6,5.0,7.816656964216236
2014,32805,23.2,1248.0,73.94,5.0,3.9023595547132572
2018,4900,21.5,1497.0,108.5,5.0,13.61382921794484
2017,25000,12.55,2982.0,168.5,7.0,22.711063754055886
2012,92000,26.2,998.0,58.2,5.0,-1.057936115520988
2010,105000,19.3,1248.0,73.9,5.0,-0.1538837796651933
2017,36824,18.53,1968.0,187.74,5.0,24.681732068961537
2016,35000,27.3,1498.0,98.6,5.0,9.865152161995411
2014,21000,23.1,998.0,67.04,5.0,2.348812096527581
2000,90000,17.3,993.0,60.0,5.0,-13.500595483723828
2013,63265,20.36,1197.0,78.9,5.0,3.5567671984208573
2008,100009,13.1,1997.0,141.1,5.0,8.917193354086521
2014,50000,22.9,1248.0,74.0,5.0,3.955564899663841
2012,146824,21.1,1248.0,73.9,5.0,2.0192619851204654
2013,69000,22.7,1498.0,89.84,5.0,5.669262625518513
2017,59500,14.75,2967.0,245.0,7.0,33.10769655760805
2013,25000,14.84,2143.0,167.62,5.0,18.129847396563946
2016,33915,17.8,1497.0,117.3,5.0,12.861468762769164
2015,50000,18.9,1197.0,81.86,5.0,6.186836183718242
2013,129000,21.27,1396.0,88.76,5.0,5.454529132462085
2015,50000,18.0,1497.0,117.3,5.0,11.790703042340283
2013,74911,20.45,1461.0,83.8,5.0,4.8698861466514245
2010,120000,16.2,1493.0,110.0,5.0,5.539210823997564
2015,23001,15.04,1598.0,103.2,5.0,10.188456781911555
2011,32572,17.4,1497.0,117.3,5.0,7.424854877042435
2019,17201,12.51,2179.0,187.7,7.0,25.605609012996865
2019,9000,12.62,2198.0,158.0,7.0,21.565132835662098
2016,16471,14.28,1798.0,138.03,5.0,16.54414357437099
2015,37857,26.59,1248.0,74.0,5.0,4.852939970150601
2015,50940,19.12,1373.0,91.1,5.0,7.860170288681729
2016,63738,19.67,1582.0,126.2,5.0,14.248275700488648
2019,38163,17.11,1968.0,174.33,5.0,25.095479225432882
2009,110000,11.0,2993.0,235.0,5.0,25.33686180726272
2017,46000,18.9,1197.0,81.86,5.0,8.360707918736807
2017,14600,16.0,2179.0,140.0,7.0,16.728306002844874
2012,61000,14.4,1598.0,103.6,5.0,7.069924210642512
2014,34000,20.7,1496.0,113.98,5.0,10.089112514792305
2014,85071,20.0,1968.0,138.1,5.0,14.633934370561747
2013,92000,22.9,1248.0,74.0,5.0,2.9409075036105605
2012,23152,15.6,1196.0,70.02,5.0,1.3966867463946073
2018,11691,18.6,1197.0,81.83,5.0,9.399077386155568
2012,75000,15.96,2523.0,62.1,7.0,1.5380348612834496
2010,46000,22.48,1995.0,190.0,5.0,17.254504526610617
2010,68000,11.5,2993.0,235.0,5.0,26.328316929112134
2016,23000,26.59,1248.0,74.0,5.0,5.916643729971838
2015,40000,26.59,1248.0,74.0,5.0,4.856812289258869
2015,26568,21.1,814.0,55.2,5.0,1.485524538138634
2013,49000,8.2,2993.0,245.0,4.0,32.08543346146007
2013,82966,16.8,1493.0,110.0,5.0,8.716098445401713
2014,19698,25.4,624.0,37.5,4.0,-1.6922794546208024
2013,86000,19.5,1248.0,75.0,5.0,3.2247290726650135
2009,135000,12.1,2362.0,164.7,5.0,14.212731317769794
2017,39800,17.6,2179.0,153.86,7.0,18.59686011250824
2017,14900,21.4,1197.0,83.1,5.0,8.358241001393708
2015,42999,15.1,2179.0,140.0,7.0,14.640286422019017
2018,11500,28.4,1248.0,74.0,5.0,7.992971018975368
2011,42408,14.84,2143.0,170.0,5.0,16.30599654812295
2013,88000,22.9,1248.0,74.0,5.0,2.9336796564648466
2013,116000,12.55,2982.0,168.5,7.0,18.513298112289704
2012,80753,23.4,1248.0,74.0,5.0,1.806832539113202
2017,54650,10.91,3198.0,197.0,7.0,27.253821530510322
2016,52126,21.64,1461.0,84.8,5.0,8.182030358177144
2012,78000,17.8,1399.0,68.0,5.0,1.5981637490399407
2007,179032,11.56,3200.0,199.3,7.0,16.86249494019421
2015,75600,20.14,1498.0,88.8,5.0,7.83872040920096
2016,63316,22.7,1598.0,118.0,5.0,13.02233594938616
2016,120000,15.1,2179.0,140.0,7.0,15.869974077616007
2016,30232,21.1,1197.0,85.8,5.0,7.678914175948648
2008,100000,12.7,2609.0,120.0,8.0,4.504072525628089
2008,35268,0.0,1086.0,62.0,5.0,-3.5781744445303048
2009,97359,17.1,1493.0,110.0,5.0,4.3659855175428675
2014,47052,20.77,1248.0,88.76,7.0,4.073973359341835
2011,72000,20.0,1399.0,68.0,5.0,0.3946821807435299
2010,55980,20.36,1197.0,78.9,5.0,0.27195410856074886
2015,83000,15.64,1193.0,64.08,5.0,3.9544010433996846
2015,34400,28.09,1248.0,88.5,5.0,6.761960670862209
2013,71007,23.08,1461.0,63.1,5.0,1.9072087891463525
2012,117777,21.64,1461.0,84.8,5.0,3.938460042087627
2013,65088,16.47,1198.0,73.9,5.0,3.0585049286869435
2017,11000,18.7,1199.0,88.7,5.0,9.247796875299173
2018,15900,18.15,1198.0,82.0,6.0,8.455419524016634
2012,73000,22.69,1995.0,190.0,5.0,19.47464712184228
2016,38735,19.4,1198.0,86.8,5.0,7.912423701060106
2014,72411,18.0,1198.0,86.7,5.0,5.8434529442665735
2014,45710,11.8,3498.0,272.0,7.0,34.90210497828048
2009,42000,13.0,2987.0,210.0,5.0,21.684766499918624
2014,88500,23.2,1248.0,73.94,5.0,4.002998291407039
2014,70000,19.6,1461.0,108.45,5.0,9.365291937916027
2013,58410,19.3,1968.0,141.0,5.0,13.924667193220557
2013,29000,14.21,2143.0,203.0,5.0,23.00940313333649
2013,88000,17.11,1968.0,174.33,5.0,18.642234033488876
2015,95000,12.55,2982.0,168.5,7.0,20.656451496939553
2014,34987,18.19,1197.0,103.5,5.0,8.064359323761892
2013,65000,22.48,1995.0,190.0,5.0,20.56048617379838
2014,56000,18.53,1968.0,187.74,5.0,21.4447329949312
2011,71556,17.0,1497.0,118.0,5.0,7.609680807317545
2014,8700,18.6,1199.0,76.8,5.0,4.347666230054529
